Name;Sector;Ticker;Country,
TGS-NOPEC;Energy;TGS.OL;Norway,
Yara International;Industrials;YAR.OL;Norway,
ABN AMRO;Financials;ABN.AS;Netherlands,
Adyen;Financials;ADYEN.AS;Netherlands,
Aegon;Financials;AGN.AS;Netherlands,
Ahold Delhaize;Consumer Defensive;AD.AS;Netherlands,
AkzoNobel;Industrials;AKZA.AS;Netherlands,
ArcelorMittal;Materials;MT.AS;Netherlands,
ASM International;Materials;ASM.AS;Netherlands,
ASML Holding;Materials;ASML.AS;Netherlands,
ASR Nederland;Financials;ASRNL.AS;Netherlands,
DSM;Industrials;DSM.AS;Netherlands,
Galapagos;Information Technology;GLPG.AS;Netherlands,
Heineken;Consumer Discretionary;HEIA.AS;Netherlands,
IMCD;Industrials;IMCD.AS;Netherlands,
ING Group;Financials;INGA.AS;Netherlands,
Just Eat Takeaway;Consumer Discretionary;TKWY.AS;Netherlands,
KPN;Communication Services;KPN.AS;Netherlands,
NN Group;Financials;NN.AS;Netherlands,
Philips;Healthcare;PHIA.AS;Netherlands,
Prosus;Consumer Discretionary;PRX.AS;Netherlands,
Randstad;Industrials;RAND.AS;Netherlands,
RELX;Communication Services;REN.AS;Netherlands,
Royal Dutch Shell;Energy;RDSA.AS;Netherlands,
Unibail-Rodamco-Westfield;Consumer Discretionary;URW.AS;Netherlands,
Unilever;Consumer Defensive;UNA.AS;Netherlands,
Wolters Kluwer;Communication Services;WKL.AS;Netherlands,
Auckland International Airport Limited;Consumer Discretionary;AIA.NZ;New Zealand,
Air New Zealand Limited;Industrials;AIR.NZ;New Zealand,
Australia and New Zealand Banking Group Limited;Financials;ANZ.NZ;New Zealand,
Argosy Property Limited;Real Estate;ARG.NZ;New Zealand,
Arvida Group Limited;Healthcare;ARV.NZ;New Zealand,
The a2 Milk Company Limited;Consumer Defensive;ATM.NZ;New Zealand,
Contact Energy Limited;Utilities;CEN.NZ;New Zealand,
Chorus Limited;Communication Services;CNU.NZ;New Zealand,
Ebos Group Limited;Healthcare;EBO.NZ;New Zealand,
Fletcher Building Limited;Materials;FBU.NZ;New Zealand,
Fisher & Paykel Healthcare Corporation Limited;Healthcare;FPH.NZ;New Zealand,
Freightways Limited;Industrials;FRE.NZ;New Zealand,
Fonterra Shareholders' Fund;Consumer Defensive;FSF.NZ;New Zealand,
Goodman Property Trust;Real Estate;GMT.NZ;New Zealand,
Genesis Energy Limited;Utilities;GNE.NZ;New Zealand,
Gentrack Group Limited;Information Technology;GTK.NZ;New Zealand,
Heartland Group Holdings Limited;Financials;HGH.NZ;New Zealand,
Infratil Limited;Utilities;IFT.NZ;New Zealand,
Investore Property Limited;Consumer Discretionary;IPL.NZ;New Zealand,
Kathmandu Holdings Limited;Consumer Discretionary;KMD.NZ;New Zealand,
Kiwi Property Group Limited;Consumer Discretionary;KPG.NZ;New Zealand,
Mercury NZ Limited;Utilities;MCY.NZ;New Zealand,
Meridian Energy Limited;Utilities;MEL.NZ;New Zealand,
Metlifecare Limited;Healthcare;MET.NZ;New Zealand,
Mainfreight Limited;Industrials;MFT.NZ;New Zealand,
The New Zealand Refining Company Limited;Energy;NZR.NZ;New Zealand,
NZX Limited;Financials;NZX.NZ;New Zealand,
Oceania Healthcare Limited;Healthcare;OCA.NZ;New Zealand,
Precinct Properties New Zealand Limited;Real Estate;PCT.NZ;New Zealand,
Property for Industry Limited;Real Estate;PFI.NZ;New Zealand,
Port of Tauranga Limited;Consumer Discretionary;POT.NZ;New Zealand,
Pushpay Holdings Limited;Information Technology;PPH.NZ;New Zealand,
Restaurant Brands New Zealand Limited;Consumer Discretionary;RBD.NZ;New Zealand,
Ryman Healthcare Limited;Healthcare;RYM.NZ;New Zealand,
Sanford Limited;Consumer Defensive;SAN.NZ;New Zealand,
Scales Corporation Limited;Consumer Defensive;SCL.NZ;New Zealand,
SkyCity Entertainment Group Limited;Consumer Discretionary;SKC.NZ;New Zealand,
Skellerup Holdings Limited;Industrials;SKL.NZ;New Zealand,
Sky Network Television Limited;Information Technology;SKT.NZ;New Zealand,
Synlait Milk Limited;Consumer Defensive;SML.NZ;New Zealand,
Stride Property Ltd & Stride Investment Management Ltd;Real Estate;SPG.NZ;New Zealand,
Spark New Zealand Limited;Consumer Discretionary;SPK.NZ;New Zealand,
Summerset Group Holdings Limited;Healthcare;SUM.NZ;New Zealand,
Tourism Holdings Limited;Industrials;THL.NZ;New Zealand,
Trustpower Limited;Utilities;TPW.NZ;New Zealand,
Vector Limited;Utilities;VCT.NZ;New Zealand,
Vista Group International Limited;Information Technology;VGL.NZ;New Zealand,
Vital Healthcare Property Trust;Real Estate;VHP.NZ;New Zealand,
Westpac Banking Corporation;Financials;WBC.NZ;New Zealand,
Z Energy Limited;Energy;ZEL.NZ;New Zealand,
Compañía de Minas Buenaventura;Materials;BVN;Peru,
Credicorp;Financials;BAP;Peru,
Southern Copper Corp.;Materials;SCCO;Peru,
Altri;Consumer Discretionary;ALTR.LS;Portugal,
Banco Comercial Português;Financials;BCP.LS;Portugal,
Corticeira Amorim;Consumer Defensive;COR.LS;Portugal,
CTT Correios de Portugal;Consumer Discretionary;CTT.LS;Portugal,
EDP Renováveis;Utilities;EDPR.LS;Portugal,
Energias de Portugal;Utilities;EDP.LS;Portugal,
Galp Energia;Energy;GALP.LS;Portugal,
Ibersol;Consumer Discretionary;IBS.LS;Portugal,
Jerónimo Martins;Consumer Discretionary;JMT.LS;Portugal,
Mota-Engil;Materials;EGL.LS;Portugal,
NOS;Communication Services;NOS.LS;Portugal,
Novabase;Information Technology;NBA.LS;Portugal,
Pharol;Consumer Discretionary;PHR.LS;Portugal,
Redes Energéticas Nacionais;Utilities;RENE.LS;Portugal,
Semapa;Materials;SEM.LS;Portugal,
Sonae;Consumer Discretionary;SON.LS;Portugal,
Sonae Capital;Financials;SONC.LS;Portugal,
The Navigator Company;Materials;NVG.LS;Portugal,
Gulf Warehousing Company Q.P.S.C.;Industrials;GWCS.QA;Qatar,
Vodafone Qatar Q.S.C.;Consumer Discretionary;VFQS.QA;Qatar,
Qatar Oman Investment Company Q.S.C.;Financials;QOIS.QA;Qatar,
Qatar International Islamic Bank (Q.S.C);Financials;QIIK.QA;Qatar,
Qatar Fuel Company Q.S.C.;Energy;QFLS.QA;Qatar,
Mazaya Qatar Real Estate Development Q.S.C.;Real Estate;MRDS.QA;Qatar,
Masraf Al Rayan (Q.P.S.C.);Financials;MARK.QA;Qatar,
Industries Qatar Q.S.C.;Materials;IQCD.QA;Qatar,
Ezdan Holding Group Q.S.C.;Real Estate;ERES.QA;Qatar,
Doha Insurance Company Q.S.C.;Financials;DOHI.QA;Qatar,
Barwa Real Estate Company;Real Estate;BRES.QA;Qatar,
Qatar General Insurance & Reinsurance Company PJSC;Financials;QGRI.QA;Qatar,
Al Meera Consumer Goods Company Q.S.C.;Consumer Discretionary;MERS.QA;Qatar,
Qatar National Cement Company (Q.S.C.);Materials;QNCD.QA;Qatar,
Dlala Brokerage and Investment Holding Company (Q.P.S.C);Financials;DBIS.QA;Qatar,
Qatari German Company for Medical Devices Q.S.C.;Healthcare;QGMD.QA;Qatar,
Qatar Insurance Company S.A.Q.;Financials;QATI.QA;Qatar,
Al Khaleej Takaful Group (Q.P.S.C.);Financials;AKHI.QA;Qatar,
Ahli Bank Q.S.C.;Financials;ABQK.QA;Qatar,
Widam Food Company Q.S.C.;Consumer Defensive;WDAM.QA;Qatar,
Qatari Investors Group Q.S.C.;Materials;QIGD.QA;Qatar,
Aamal Company Q.P.S.C.;Industrials;AHCS.QA;Qatar,
Gulf International Services Q.S.C.;Energy;GISS.QA;Qatar,
Medicare Group Q.S.C.;Healthcare;MCGS.QA;Qatar,
Qatar Industrial Manufacturing Company Q.P.S.C.;Industrials;QIMD.QA;Qatar,
Qatar Gas Transport Company Limited (Nakilat) Q.S.C.;Industrials;QGTS.QA;Qatar,
Doha Bank Q.S.C.;Financials;DHBK.QA;Qatar,
Qatar Islamic Insurance Company Q.S.C;Financials;QISI.QA;Qatar,
Qatar Navigation Q.P.S.C.;Industrials;QNNS.QA;Qatar,
The Commercial Bank (P.S.Q.C.);Financials;CBQK.QA;Qatar,
Qatar Cinema and Film Distribution Company (Q.P.S.C);Consumer Discretionary;QCFS.QA;Qatar,
Islamic Holding Group (Q.S.C.);Financials;IHGS.QA;Qatar,
Alijarah Holding (Q.P.S.C);Real Estate;NLCS.QA;Qatar,
Ooredoo Q.P.S.C.;Consumer Discretionary;ORDS.QA;Qatar,
Qatar Electricity and Water Company Q.S.C.;Utilities;QEWS.QA;Qatar,
United Development Company Q.P.S.C.;Real Estate;UDCD.QA;Qatar,
Qatar Islamic Bank (Q.P.S.C.);Financials;QIBK.QA;Qatar,
Salam International Investment Limited Q.P.S.C.;Industrials;SIIS.QA;Qatar,
Qatar National Bank S.A.Q.;Financials;QNBK.QA;Qatar,
Mesaieed Petrochemical Holding Company Q.S.C.;Materials;MPHC.QA;Qatar,
Al Khalij Commercial Bank (al khaliji) P.Q.S.C.;Financials;KCBK.QA;Qatar,
Mannai Corporation Q.P.S.C.;Information Technology;MCCS.QA;Qatar,
Zad Holding Company Q.S.C.;Consumer Defensive;ZHCD.QA;Qatar,
Banca Transilvania S.A.;Financials;0DP9.IL;Romania,
S.N.G.N. Romgaz S.A.;Energy;RZ8G.F;Romania,
AFK Sistema;Materials;AFKS.ME;Russia,
Aeroflot;Consumer Discretionary;AFLT.ME;Russia,
Rosagro;Industrials;AGRO.ME;Russia,
Acron;Materials;AKRN.ME;Russia,
Lenta;Consumer Discretionary;LNTA.ME;Russia,
Credit Bank of Moscow;Financials;CBOM.ME;Russia,
Detsky Mir;Consumer Discretionary;DSKY.ME;Russia,
SeverStal;Materials;CHMF.ME;Russia,
DIXY;Consumer Discretionary;DIXY.ME;Russia,
FGC UES;Utilities;FEES.ME;Russia,
Gazprom;Energy;GAZP.ME;Russia,
Norilsk Nickel;Materials;GMKN.ME;Russia,
RusHydro;Energy;HYDR.ME;Russia,
Inter RAO;Energy;IRAO.ME;Russia,
Lukoil;Energy;LKOH.ME;Russia,
LSR Group;Real Estate;LSRG.ME;Russia,
Magnitogorsk Iron and Steel Works;Materials;MAGN.ME;Russia,
MegaFon;Communication Services;MFON.ME;Russia,
OJSC Magnit;Consumer Discretionary;MGNT.ME;Russia,
Moscow Exchange;Financials;MOEX.ME;Russia,
Mosenergo;Energy;MSNG.ME;Russia,
Mechel;Materials;MTLR.ME;Russia,
Alrosa;Materials;ALRS.ME;Russia,
Mobile TeleSystems;Communication Services;MTSS.ME;Russia,
M.video;Consumer Discretionary;MVID.ME;Russia,
Novolipetsk Steel;Materials;NLMK.ME;Russia,
Novorossiysk Commercial Sea Port;Consumer Discretionary;NMTP.ME;Russia,
Novatek;Energy;NVTK.ME;Russia,
PhosAgro;Materials;PHOR.ME;Russia,
PIK Group;Real Estate;PIKK.ME;Russia,
Polyus Gold;Materials;PLZL.ME;Russia,
Polymetal International;Materials;POLY.ME;Russia,
Rosneft;Energy;ROSN.ME;Russia,
Rosseti;Utilities;RSTI.ME;Russia,
Rostelecom;Communication Services;RTKM.ME;Russia,
Rusal;Materials;RUAL.ME;Russia,
Sberbank;Financials;SBER.ME;Russia,
Sberbank;Financials;SBERP.ME;Russia,
Surgutneftegas;Energy;SNGS.ME;Russia,
Surgutneftegas;Energy;SNGSP.ME;Russia,
Tatneft;Energy;TATN.ME;Russia,
Tatneft;Energy;TATNP.ME;Russia,
OAO TMK;Materials;TRMK.ME;Russia,
Transneft;Energy;TRNFP.ME;Russia,
Unipro;Utilities;UPRO.ME;Russia,
Russneft;Energy;RNFT.ME;Russia,
United Wagon Company;Industrials;UWGN.ME;Russia,
VTB Bank;Financials;VTBR.ME;Russia,
Yandex;Communication Services;YNDX.ME;Russia,
Skanska AB (publ);Industrials;SKA-B.ST;Sweden,
Sandvik AB;Industrials;SAND.ST;Sweden,
Swedish Match AB (publ);Consumer Defensive;SWMA.ST;Sweden,
AB SKF (publ);Industrials;SKF-B.ST;Sweden,
Autoliv Inc.;Consumer Discretionary;ALIV-SDB.ST;Sweden,
Swedbank AB (publ);Financials;SWED-A.ST;Sweden,
AB Electrolux (publ);Information Technology;ELUX-B.ST;Sweden,
ABB Ltd;Industrials;ABB.ST;Sweden,
ASSA ABLOY AB (publ);Industrials;ASSA-B.ST;Sweden,
AstraZeneca PLC;Healthcare;AZN.ST;Sweden,
Hexagon AB (publ);Information Technology;HEXA-B.ST;Sweden,
Tele2 AB (publ);Communication Services;TEL2-B.ST;Sweden,
Boliden AB (publ);Financials;BOL.ST;Sweden,
Atlas Copco AB;Industrials;ATCO-B.ST;Sweden,
Investor AB (publ);Financials;INVE-B.ST;Sweden,
Nordea Bank Abp;Financials;NDA-SE.ST;Sweden,
Atlas Copco AB;Industrials;ATCO-A.ST;Sweden,
AB Volvo (publ);Industrials;VOLV-B.ST;Sweden,
Getinge AB;Healthcare;GETI-B.ST;Sweden,
Svenska Handelsbanken AB (publ);Industrials;SHB-A.ST;Sweden,
Svenska Cellulosa Aktiebolaget SCA (publ);Industrials;SCA-B.ST;Sweden,
Securitas AB;Financials;SECU-B.ST;Sweden,
H & M Hennes & Mauritz AB (publ);Consumer Discretionary;HM-B.ST;Sweden,
Kinnevik AB;Financials;KINV-B.ST;Sweden,
Alfa Laval AB (publ);Industrials;ALFA.ST;Sweden,
Telefonaktiebolaget LM Ericsson (publ);Information Technology;ERIC-B.ST;Sweden,
Telia Company AB (publ);Consumer Discretionary;TELIA.ST;Sweden,
Skandinaviska Enskilda Banken AB (publ.);Financials;SEB-A.ST;Sweden,
SSAB AB (publ);Materials;SSAB-A.ST;Sweden,
Essity AB (publ);Healthcare;ESSITY-B.ST;Sweden,
Nestlé;Consumer Defensive;NESN.SW;Switzerland,
Novartis;Healthcare;NOVN.SW;Switzerland,
Hoffmann-La Roche;Healthcare;ROG.SW;Switzerland,
Zurich Insurance Group;Financials;ZURN.SW;Switzerland,
ABB;Utilities;ABBN.SW;Switzerland,
UBS;Financials;UBSG.SW;Switzerland,
Lonza;Industrials;LONN.SW;Switzerland,
Givaudan;Industrials;GIVN.SW;Switzerland,
Richemont;Consumer Discretionary;CFR.SW;Switzerland,
Sika;Industrials;SIKA.SW;Switzerland,
LafargeHolcim;Materials;LHN.SW;Switzerland,
Swisscom;Consumer Discretionary;SCMN.SW;Switzerland,
Alcon;Healthcare;ALC.SW;Switzerland,
Credit Suisse;Financials;CSGN.SW;Switzerland,
Partners Group;Consumer Discretionary;PGHN.SW;Switzerland,
Swiss Re;Financials;SREN.SW;Switzerland,
Geberit;Industrials;GEBN.SW;Switzerland,
SGS;Consumer Discretionary;SGSN.SW;Switzerland,
Swiss Life Holding;Financials;SLHN.SW;Switzerland,
Swatch Group;Consumer Discretionary;UHR.SW;Switzerland,
Vanachai Group Public Company Limited;Materials;VNG.BK;Thailand,
Thoresen Thai Agencies Public Company Limited;Industrials;TTA.BK;Thailand,
Precious Shipping Public Company Limited;Industrials;PSL.BK;Thailand,
The Siam Cement Public Company Limited;Materials;SCC.BK;Thailand,
Bangkok Bank Public Company Limited;Financials;BBL.BK;Thailand,
Selçuk Ecza Deposu Ticaret ve Sanayi A.S.;Healthcare;SELEC.IS;Turkey,
Pergamon-Status Dis Ticaret A.S.;Industrials;PSDTC.IS;Turkey,
Global Menkul Degerler Anonim Sirketi;Financials;GLBMD.IS;Turkey,
Eregli Demir ve Çelik Fabrikalari T.A.S.;Materials;EREGL.IS;Turkey,
Türk Hava Yollari Anonim Ortakligi;Industrials;THYAO.IS;Turkey,
Turkiye Sinai Kalkinma Bankasi A.S.;Financials;TSKB.IS;Turkey,
Türk Prysmian Kablo ve Sistemleri Anonim Sirketi;Industrials;PRKAB.IS;Turkey,
Kordsa Global Endüstriyel Iplik ve Kord Bezi Sanayi ve Ticaret A.S.;Consumer Discretionary;KORDS.IS;Turkey,
Kartonsan Karton Sanayi ve Ticaret Anonim Sirketi;Consumer Discretionary;KARTN.IS;Turkey,
Enka Insaat ve Sanayi A.S.;Industrials;ENKAI.IS;Turkey,
Adel Kalemcilik Ticaret ve Sanayi A.S.;Industrials;ADEL.IS;Turkey,
Vakif Finansal Kiralama A.S.;Industrials;VAKFN.IS;Turkey,
Karsu Tekstil Sanayii ve Ticaret A.S.;Consumer Discretionary;KRTEK.IS;Turkey,
Marti Otel Isletmeleri A.S.;Consumer Discretionary;MARTI.IS;Turkey,
Sanko Pazarlama Ithalat Ihracat Anonim Sirketi;Consumer Discretionary;SANKO.IS;Turkey,
Pinar Su Sanayi ve Ticaret A.S.;Consumer Defensive;PINSU.IS;Turkey,
Ata Gayrimenkul Yatirim Ortakligi Anonim Sirketi;Real Estate;ATAGY.IS;Turkey,
Oylum Sinai Yatirimlar Anonim Sirketi;Consumer Defensive;OYLUM.IS;Turkey,
Odas Elektrik Üretim Sanayi Ticaret A.S.;Utilities;ODAS.IS;Turkey,
Is Yatirim Ortakligi A.S.;Financials;ISYAT.IS;Turkey,
Ford Otomotiv Sanayi A.S.;Consumer Discretionary;FROTO.IS;Turkey,
Euro Trend Yatirim Ortakligi Anonim Sirketi;Financials;ETYAT.IS;Turkey,
Alarko Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;ALGYO.IS;Turkey,
Akis Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;AKSGY.IS;Turkey,
Metemtur Otelcilik ve Turizm Isletmeleri A.S.;Consumer Discretionary;METUR.IS;Turkey,
Ozderici Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;OZGYO.IS;Turkey,
Olmuksan International Paper Ambalaj Sanayi ve Ticaret A.S.;Consumer Discretionary;OLMIP.IS;Turkey,
Yapi Kredi Koray Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;YKGYO.IS;Turkey,
Türkiye Petrol Rafinerileri A.S.;Energy;TUPRS.IS;Turkey,
Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.;Consumer Defensive;YAPRK.IS;Turkey,
Hürriyet Gazetecilik ve Matbaacilik A.S.;Consumer Discretionary;HURGZ.IS;Turkey,
Ege Seramik Sanayi ve Ticaret A.S.;Industrials;EGSER.IS;Turkey,
Ege Profil Ticaret ve Sanayi Anonim Sirketi;Industrials;EGPRO.IS;Turkey,
Edip Gayrimenkul Yatirim Sanayi ve Ticaret AS;Real Estate;EDIP.IS;Turkey,
Çimsa Çimento Sanayi ve Ticaret Anonim Sirketi;Materials;CIMSA.IS;Turkey,
Borusan Mannesmann Boru Sanayi ve Ticaret A.S.;Materials;BRSAN.IS;Turkey,
Akçansa Çimento Sanayi ve Ticaret A.S.;Materials;AKCNS.IS;Turkey,
Çemtas Çelik Makina Sanayi ve Ticaret A.S.;Materials;CEMTS.IS;Turkey,
Karsan Otomotiv Sanayii ve Ticaret A.S.;Consumer Discretionary;KARSN.IS;Turkey,
Tümosan Motor ve Traktör Sanayi A.S.;Industrials;TMSN.IS;Turkey,
Milpa Ticari ve Sinai Ürünler Pazarlama Sanayi ve Ticaret A.S.;Industrials;MIPAZ.IS;Turkey,
Pinar Entegre Et ve Un Sanayii A.S.;Consumer Defensive;PETUN.IS;Turkey,
Türk Traktör ve Ziraat Makineleri A.S.;Industrials;TTRAK.IS;Turkey,
Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S.;Consumer Discretionary;GSRAY.IS;Turkey,
San-El Muhendislik Elektrik Taahhut Sanayi ve Ticaret A.S.;Industrials;SANEL.IS;Turkey,
Saray Matbaacilik Kagitçilik kirtasiyecilik Ticaret Ve Sanayi A.S.;Industrials;SAMAT.IS;Turkey,
Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama A.S;Consumer Discretionary;INTEM.IS;Turkey,
Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi;Industrials;ASELS.IS;Turkey,
EIS Eczacibasi IlaçSinai ve Finansal Yatirimlar Sanayi ve Ticaret A.S.;Healthcare;ECILC.IS;Turkey, 
Federal - Mogul Izmit Piston Ve Pim Uretim Tesisleri A.S.;Consumer Discretionary;FMIZP.IS;Turkey,
Is Girisim Sermayesi Yatirim Ortakligi AS;Materials;ISGSY.IS;Turkey,
3i;Financials;III.L;United Kingdom,
Admiral Group;Financials;ADM.L;United Kingdom,
Anglo American plc;Materials;AAL.L;United Kingdom,
Antofagasta;Materials;ANTO.L;United Kingdom,
Ashtead Group;Consumer Discretionary;AHT.L;United Kingdom,
Associated British Foods;Consumer Defensive;ABF.L;United Kingdom,
AstraZeneca;Information Technology;AZN.L;United Kingdom,
Auto Trader Group;Communication Services;AUTO.L;United Kingdom,
Avast;Information Technology;AVST.L;United Kingdom,
Aveva;Information Technology;AVV.L;United Kingdom,
Aviva;Financials;AV.L;United Kingdom,
B&M;Consumer Discretionary;BME.L;United Kingdom,
BAE Systems;Industrials;BA.L;United Kingdom,
Barclays;Financials;BARC.L;United Kingdom,
Barratt Developments;Consumer Discretionary;BDEV.L;United Kingdom,
Berkeley Group Holdings;Consumer Discretionary;BKG.L;United Kingdom,
BHP;Materials;BHP.L;United Kingdom,
BP;Energy;BP.L;United Kingdom,
British American Tobacco;Consumer Defensive;BATS.L;United Kingdom,
British Land;Financials;BLND.L;United Kingdom,
BT Group;Communication Services;BT-A.L;United Kingdom,
Bunzl;Consumer Discretionary;BNZL.L;United Kingdom,
Burberry;Consumer Defensive;BRBY.L;United Kingdom,
Coca-Cola HBC;Consumer Defensive;CCH.L;United Kingdom,
Compass Group;Consumer Discretionary;CPG.L;United Kingdom,
CRH plc;Materials;CRH.L;United Kingdom,
Croda International;Materials;CRDA.L;United Kingdom,
DCC plc;Consumer Discretionary;DCC.L;United Kingdom,
Diageo;Consumer Defensive;DGE.L;United Kingdom,
Evraz;Materials;EVR.L;United Kingdom,
Experian;Consumer Discretionary;EXPN.L;United Kingdom,
Ferguson plc;Consumer Discretionary;FERG.L;United Kingdom,
Flutter Entertainment;Consumer Discretionary;FLTR.L;United Kingdom,
Fresnillo;Materials;FRES.L;United Kingdom,
GlaxoSmithKline;Information Technology;GSK.L;United Kingdom,
Glencore;Materials;GLEN.L;United Kingdom,
GVC Holdings;Consumer Discretionary;GVC.L;United Kingdom,
Halma;Utilities;HLMA.L;United Kingdom,
Hargreaves Lansdown;Financials;HL.L;United Kingdom,
Hikma Pharmaceuticals;Information Technology;HIK.L;United Kingdom,
Homeserve;Consumer Discretionary;HSV.L;United Kingdom,
HSBC;Financials;HSBA.L;United Kingdom,
Imperial Brands;Consumer Defensive;IMB.L;United Kingdom,
Informa;Communication Services;INF.L;United Kingdom,
InterContinental Hotels Group;Consumer Discretionary;IHG.L;United Kingdom,
Intermediate Capital Group;Financials;ICP.L;United Kingdom,
International Airlines Group;Consumer Discretionary;IAG.L;United Kingdom,
Intertek;Consumer Discretionary;ITRK.L;United Kingdom,
JD Sports;Consumer Discretionary;JD.L;United Kingdom,
Johnson Matthey;Materials;JMAT.L;United Kingdom,
Just Eat Takeaway;Information Technology;JET.L;United Kingdom,
Kingfisher;Consumer Discretionary;KGF.L;United Kingdom,
Land Securities;Financials;LAND.L;United Kingdom,
Legal & General;Financials;LGEN.L;United Kingdom,
Lloyds Banking Group;Financials;LLOY.L;United Kingdom,
London Stock Exchange Group;Financials;LSE.L;United Kingdom,
M&G;Financials;MNG.L;United Kingdom,
Melrose Industries;Consumer Discretionary;MRO.L;United Kingdom,
Mondi;Materials;MNDI.L;United Kingdom,
Morrisons;Consumer Defensive;MRW.L;United Kingdom,
National Grid plc;Consumer Defensive;NG.L;United Kingdom,
NatWest Group;Financials;NWG.L;United Kingdom,
Next plc;Consumer Discretionary;NXT.L;United Kingdom,
Ocado;Consumer Defensive;OCDO.L;United Kingdom,
Pearson plc;Communication Services;PSON.L;United Kingdom,
Pennon Group;Consumer Defensive;PNN.L;United Kingdom,
Persimmon plc;Consumer Discretionary;PSN.L;United Kingdom,
Phoenix Group;Financials;PHNX.L;United Kingdom,
Polymetal International;Materials;POLY.L;United Kingdom,
Prudential plc;Financials;PRU.L;United Kingdom,
Reckitt Benckiser;Consumer Discretionary;RB.L;United Kingdom,
RELX;Communication Services;REL.L;United Kingdom,
Rentokil Initial;Consumer Discretionary;RTO.L;United Kingdom,
Rio Tinto;Materials;RIO.L;United Kingdom,
Rightmove;Communication Services;RMV.L;United Kingdom,
Rolls-Royce Holdings;Industrials;RR.L;United Kingdom,
Royal Dutch Shell;Energy;RDSA.L;United Kingdom,
RSA Insurance Group;Financials;RSA.L;United Kingdom,
Sage Group;Information Technology;SGE.L;United Kingdom,
Sainsbury's;Consumer Defensive;SBRY.L;United Kingdom,
Schroders;Financials;SDR.L;United Kingdom,
Scottish Mortgage Investment Trust;Financials;SMT.L;United Kingdom,
Segro;Financials;SGRO.L;United Kingdom,
Severn Trent;Consumer Defensive;SVT.L;United Kingdom,
Smith & Nephew;Consumer Discretionary;SN.L;United Kingdom,
DS Smith;Industrials;SMDS.L;United Kingdom,
Smiths Group;Industrials;SMIN.L;United Kingdom,
Smurfit Kappa;Industrials;SKG.L;United Kingdom,
Spirax-Sarco Engineering;Industrials;SPX.L;United Kingdom,
SSE plc;Utilities;SSE.L;United Kingdom,
Standard Chartered;Financials;STAN.L;United Kingdom,
Standard Life Aberdeen;Financials;SLA.L;United Kingdom,
St. James's Place plc;Financials;STJ.L;United Kingdom,
Taylor Wimpey;Consumer Discretionary;TW.L;United Kingdom,
Tesco;Consumer Defensive;TSCO.L;United Kingdom,
Unilever;Consumer Defensive;ULVR.L;United Kingdom,
United Utilities;Consumer Defensive;UU.L;United Kingdom,
Vodafone Group;Communication Services;VOD.L;United Kingdom,
Whitbread;Consumer Discretionary;WTB.L;United Kingdom,
WPP plc;Communication Services;WPP.L;United Kingdom,
3M Company;Industrials;MMM;United States,
A.O. Smith Corp;Industrials;AOS;United States,
Abbott Laboratories;Healthcare;ABT;United States,
AbbVie Inc.;Healthcare;ABBV;United States,
ABIOMED Inc;Healthcare;ABMD;United States,
Accenture plc;Information Technology;ACN;United States,
Activision Blizzard;Consumer Discretionary;ATVI;United States,
Adobe Inc.;Information Technology;ADBE;United States,
Advance Auto Parts;Consumer Discretionary;AAP;United States,
Advanced Micro Devices Inc;Information Technology;AMD;United States,
AES Corp;Utilities;AES;United States,
AFLAC Inc;Financials;AFL;United States,
Agilent Technologies Inc;Healthcare;A;United States,
Air Products & Chemicals Inc;Materials;APD;United States,
Akamai Technologies Inc;Information Technology;AKAM;United States,
Alaska Air Group Inc;Industrials;ALK;United States,
Albemarle Corp;Materials;ALB;United States,
Alexandria Real Estate Equities;Real Estate;ARE;United States,
Alexion Pharmaceuticals;Healthcare;ALXN;United States,
Align Technology;Healthcare;ALGN;United States,
Allegion;Industrials;ALLE;United States,
Alliant Energy Corp;Utilities;LNT;United States,
Allstate Corp;Financials;ALL;United States,
Alphabet Inc. (Class A);Consumer Discretionary;GOOGL;United States,
Alphabet Inc. (Class C);Consumer Discretionary;GOOG;United States,
Altria Group Inc;Consumer Defensive;MO;United States,
Amazon.com Inc.;Consumer Discretionary;AMZN;United States,
Amcor plc;Materials;AMCR;United States,
Ameren Corp;Utilities;AEE;United States,
American Airlines Group;Industrials;AAL;United States,
American Electric Power;Utilities;AEP;United States,
American Express Co;Financials;AXP;United States,
American International Group;Financials;AIG;United States,
American Tower Corp.;Real Estate;AMT;United States,
American Water Works Company Inc;Utilities;AWK;United States,
Ameriprise Financial;Financials;AMP;United States,
AmerisourceBergen Corp;Healthcare;ABC;United States,
AMETEK Inc.;Industrials;AME;United States,
Amgen Inc.;Healthcare;AMGN;United States,
Amphenol Corp;Information Technology;APH;United States,
Analog Devices Inc.;Information Technology;ADI;United States,
ANSYS;Information Technology;ANSS;United States,
Anthem;Healthcare;ANTM;United States,
